621	738	579	483	495	45
624	738	579	483	495	45
624	738	579	483	495	45
624	738	582	483	495	45
621	738	579	483	495	45
621	738	579	483	495	45
621	738	579	483	495	45
624	738	579	483	495	45
624	738	579	483	495	45
624	738	579	483	495	45
624	738	582	483	495	45
624	738	579	483	495	45
624	738	582	483	495	48
624	741	579	483	495	48
621	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
621	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	582	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
621	738	579	483	495	48
624	738	582	483	495	48
624	738	582	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
621	738	579	483	495	48
621	738	579	483	495	48
624	738	579	483	495	51
624	738	579	483	495	48
624	738	579	483	495	45
624	738	579	483	495	45
624	738	582	483	495	48
624	738	579	483	495	48
621	738	579	483	495	48
621	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	48
624	738	579	483	495	51
624	738	579	483	495	54
624	738	579	483	495	54
624	738	579	483	495	54
624	738	582	483	495	51
624	738	579	483	495	54
624	738	579	483	495	51
624	741	579	483	495	54
624	738	579	483	495	51
624	738	579	483	495	54
624	738	579	483	495	54
624	741	579	483	495	54
624	738	579	483	495	51
624	741	579	483	495	51
624	738	579	483	495	51
621	738	579	483	495	54
624	741	579	483	495	51
624	738	582	483	495	54
621	738	579	483	495	54
624	738	582	483	495	54
621	738	579	483	495	54
624	741	579	483	495	57
624	738	579	483	495	54
624	741	579	483	495	57
624	741	579	483	495	57
624	738	582	483	498	57
624	738	579	483	495	57
624	741	582	483	495	60
624	741	582	486	498	66
624	741	579	483	498	66
624	741	579	483	498	63
624	738	579	483	498	66
624	741	582	483	498	63
624	738	579	483	498	63
624	738	582	483	498	63
624	738	579	483	495	57
